,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1016/j.jece.2022.107682,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jece.2022.107682,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jallcom.2020.154798,Peoples R China,Hangzhou Dianzi Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2020-05-22,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jallcom.2020.154798,NaN,NaN,NaN,In,O,S,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.jphotochem.2022.114049,Peoples R China,Fuzhou Univ,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,5.141,2022-08-04,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jphotochem.2022.114049,NaN,NaN,NaN,Bi,Fe,Mo,O,V,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s10562-014-1443-x,Wales,Cardiff Univ,CATALYSIS LETTERS,2.936,2015-01-01,38,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s10562-014-1443-x,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0nr08203a,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0nr08203a,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/ejic.201800649,Turkey,Istanbul Tech Univ,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,2.551,2018-12-28,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/ejic.201800649,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.8b04884,Germany,Helmholtz Zentrum Berlin Mat & Energie GmbH,ACS CATALYSIS,13.7,2019-03-20,56,180.0,NaN,NaN,"The highest catalytic activity was found for amorphous layers deposited at RT, showing an overvoltage of 180 mV at a current density of -10 mA cm(-2) in a 0.5 M sulfuric acid electrolyte (pH 0.3) after electrochemical activation","Normal,only acid.",1,0,0,S,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1111/febs.12791,Sweden,Uppsala Univ,FEBS JOURNAL,5.622,2014-06-18,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1111/febs.12791,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.ijhydene.2017.02.009,Peoples R China,Southwest Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2017-03-02,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2017.02.009,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1166/jno.2020.2739,Peoples R China,Jiangsu Univ,JOURNAL OF NANOELECTRONICS AND OPTOELECTRONICS,0.697,2020-03-26,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1166/jno.2020.2739,NaN,NaN,NaN,C,N,O,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2020.135933,Peoples R China,Heilongjiang Univ,ELECTROCHIMICA ACTA,7.336,2020-04-21,11,4.0,73.0,NaN,"The hierarchical Zn-CoNiP structure showed a high hydrogen evolution reaction (HER) efficiency in electrolytes with pH 0-14, which yielded low overpotentials of 73 mV in acidic solution and 34 mV in alkaline media at current density of 10 mA cm(-2)","Normal,acid and alkaline.",0,1,0,Co,Ni,P,Zn,None,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2008.02.029,South Korea,Korea Atom Energy Res Inst,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2008-04-01,156,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2008.02.029,NaN,NaN,NaN,C,Ni,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.07.137,Russia,Boreskov Inst Catalysis,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2019-10-18,9,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2019.07.137,NaN,NaN,NaN,Cu,Fe,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/c9cp00375d,Peoples R China,Univ Sci & Technol China,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2019-05-15,11,135.0,NaN,NaN,The as-prepared FeP@NC catalyst can accelerate the HER at a small overpotential of 135 mV with a current density of 10 mA cm(-2) in acidic medium and also shows a robust long-term stability with a minor decay of about 10% of the initial current density after 15 h,"Normal,only acid.",0,0,0,C,Fe,O,P,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9na00089e,Peoples R China,Fuzhou Univ,NANOSCALE ADVANCES,5.598,2019-08-19,28,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c9na00089e,NaN,NaN,NaN,Br,C,Cl,F,N,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.6b05647,Peoples R China,Chinese Acad Sci,ACS APPLIED MATERIALS & INTERFACES,10.383,2016-09-28,126,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.6b05647,NaN,NaN,NaN,C,Li,N,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8nr01182f,Peoples R China,Fudan Univ,NANOSCALE,8.307,2018-12-28,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8nr01182f,NaN,NaN,NaN,Mo,S,Sn,W,None,None,None,None,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.matlet.2021.130997,Russia,Boreskov Inst Catalysis,MATERIALS LETTERS,3.574,2021-11-08,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.matlet.2021.130997,NaN,NaN,NaN,O,Rh,Ti,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/ic400490y,IL 61801 USA,Univ Illinois,INORGANIC CHEMISTRY,5.436,2013-08-29,73,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/ic400490y,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2011.02.056,India,Indian Inst Chem Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2011-06-12,74,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2011.02.056,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.elecom.2018.05.020,Peoples R China,Yangzhou Univ,ELECTROCHEMISTRY COMMUNICATIONS,5.443,2018-12-28,76,110.0,185.0,NaN,"Specifically, it needs an overpotential of 110 mV and 185 mV at 10 mA cm(-2) in acid solution and alkaline solution respectively","Normal,acid and alkaline.",1,0,0,Fe,P,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsmaterialslett.1c00018,Peoples R China,Sun Yat Sen Univ,ACS MATERIALS LETTERS,11.17,2021-07-09,19,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsmaterialslett.1c00018,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.ijhydene.2017.08.064,Peoples R China,Taiyuan Univ Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2017-11-19,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2017.08.064,NaN,NaN,NaN,Al,C,Cu,O,Si,Zn,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1007/s00253-014-5983-1,Slovakia,Slovak Univ Technol Bratislava,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,5.56,2015-02-01,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s00253-014-5983-1,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/nn400772s,IL 60439 USA,Argonne Natl Lab,ACS NANO,18.027,2013-09-04,109,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/nn400772s,NaN,NaN,NaN,C,N,O,Pd,Si,U,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijggc.2019.01.022,Spain,Spanish Res Council ICB CSIC,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,4.4,2019-04-02,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijggc.2019.01.022,NaN,NaN,NaN,C,Ca,Cu,Ni,O,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10800-022-01679-w,Egypt,Tanta Univ,JOURNAL OF APPLIED ELECTROCHEMISTRY,2.925,2022-03-29,2,NaN,NaN,NaN,"The deposited Ni@PGE film from Ethaline only gives overpotential values of -154 mV and -254 mV to get current density values of 10 mA cm(-2) and 50 mA cm(-2) and Tafel slope of 147 for HER, respectively",No pH key word.10.1007/s10800-022-01679-w,NaN,NaN,NaN,C,Ni,P,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1007/s10800-022-01679-w,Egypt,Tanta Univ,JOURNAL OF APPLIED ELECTROCHEMISTRY,2.925,2022-03-29,2,NaN,NaN,NaN,"The deposited Ni@PGE film from acetate gives higher overpotential values of -164 mV and -284 mV to get the current density values of 10 mA cm(-2) and 50 mA cm(-2) and Tafel slope of 130 for HER, respectively",No pH key word.10.1007/s10800-022-01679-w,NaN,NaN,NaN,C,Ni,P,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1021/cs501846g,NY 10016 USA,Yeshiva Univ,ACS CATALYSIS,13.7,2015-03-01,38,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/cs501846g,NaN,NaN,NaN,C,O,Pd,Si,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1063/5.0061703,Peoples R China,Nanjing Univ,APPLIED PHYSICS LETTERS,3.971,2021-11-08,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1063/5.0061703,NaN,NaN,NaN,Co,La,Mn,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acscatal.0c05726,IL 61801 USA,Univ Illinois,ACS CATALYSIS,13.7,2021-06-08,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acscatal.0c05726,NaN,NaN,NaN,Ac,C,O,Pd,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/jcs4030121,Thailand,Kasetsart Univ,JOURNAL OF COMPOSITES SCIENCE,0.47,2020-11-06,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/jcs4030121,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/pssa.201532366,Italy,Univ Padua,PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,2.17,2015-07-01,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/pssa.201532366,NaN,NaN,NaN,F,Fe,O,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.cherd.2011.07.014,Iran,Shiraz Univ,CHEMICAL ENGINEERING RESEARCH & DESIGN,4.119,2012-04-18,30,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cherd.2011.07.014,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2013.04.155,Spain,Univ Cantabria,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2014-05-06,49,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2013.04.155,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cssc.201601221,Germany,Tech Univ Berlin,CHEMSUSCHEM,9.14,2017-02-08,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cssc.201601221,NaN,NaN,NaN,F,N,O,Ru,None,None,None,None,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2021.149779,Peoples R China,Southwest Jiaotong Univ,APPLIED SURFACE SCIENCE,7.392,2021-06-04,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2021.149779,NaN,NaN,NaN,Ag,C,N,Rh,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c7ta00592j,Peoples R China,Southwest Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2017-05-07,49,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c7ta00592j,NaN,NaN,NaN,C,Co,P,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.3390/nano8070542,England,Univ Bath,NANOMATERIALS,5.719,2018-12-28,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/nano8070542,NaN,NaN,NaN,C,N,O,Pt,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d1cy02039k,Peoples R China,Univ Sci & Technol China,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2022-03-01,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1cy02039k,NaN,NaN,NaN,C,N,Ti,None,None,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.est.6b00652,Peoples R China,Beijing Normal Univ,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.357,2016-06-07,82,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.est.6b00652,NaN,NaN,NaN,As,C,F,O,P,Si,Ti,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202008852,Peoples R China,Tianjin Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2020-09-01,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.202008852,NaN,NaN,NaN,Co,Cu,O,Zn,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1007/s40843-022-2061-x,Peoples R China,Wuhan Univ Technol,SCIENCE CHINA-MATERIALS,8.64,2022-06-13,0,NaN,NaN,NaN,"Herein, hierarchical CoxNiyFezP with precise control of stoichiometric metallic elements (x:y:z = (1-10):(1-10):1) has been synthesized, and Co1.3Ni0.5Fe0.2P, as the most optimal composition, exhibits remarkable catalytic activity (eta = 320 mV at 10 mA cm(-2)) and long-term stability (ignorable decrease after 10 h continuous test at the current density of 10 mA cm(-2)) toward oxygen evolution reaction (OER)",No pH key word.10.1007/s40843-022-2061-x,NaN,NaN,NaN,Co,Fe,Ni,P,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s12274-022-4501-5,Peoples R China,Chinese Acad Sci,NANO RESEARCH,10.269,2022-07-23,0,NaN,58.0,NaN,"The optimal Ir SACs/Ni(OH)(2)@HP-NF exhibits a remarkable catalytic performance and outstanding stability for the OER activity in 1.0 M KOH alkaline media, delivering a low overpotential of similar to 223 mV at a current density of 10 mA.cm(-2) and a low Tafel plot of 58 mV-dec(-1)","Normal,only alkaline.",1,1,1,None,None,None,None,None,None,None,None,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1021/jacs.7b07216,NC 27599 USA,Univ North Carolina Chapel Hill,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2017-10-18,49,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jacs.7b07216,NaN,NaN,NaN,Al,I,Ni,O,Sn,Ti,V,W,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1002/bkcs.10853,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/bkcs.10853,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1063/5.0019984,Germany,Tech Univ Munich,JOURNAL OF CHEMICAL PHYSICS,4.304,2020-10-01,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1063/5.0019984,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.120611,Peoples R China,Xinjiang Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2021-09-25,12,NaN,NaN,NaN,"The (Ru-Ni)Ox electrode exhibits superb HER and OER activities with minimum overpotentials of 14.5 mV and 237.2 mV to afford 10 mA cm-2, respectively",No pH key word.10.1016/j.apcatb.2021.120611,NaN,NaN,NaN,Ni,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcatb.2021.120611,Peoples R China,Xinjiang Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2021-09-25,12,NaN,NaN,NaN,"According, a voltage of 1.48 V is required to drive 10 mA cm-2 for overall water-alkali splitting",No pH key word.10.1016/j.apcatb.2021.120611,NaN,NaN,NaN,Ni,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jngse.2014.06.018,Iran,Shiraz Univ,JOURNAL OF NATURAL GAS SCIENCE AND ENGINEERING,5.285,2015-02-25,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jngse.2014.06.018,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/ejic.201800093,Peoples R China,Nanjing Univ Sci & Technol,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,2.551,2018-05-15,9,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/ejic.201800093,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
