,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Final_FE,Final_Y,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel
0,10.1021/jp205336w,TX 78712 USA,Univ Texas Austin,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2011-10-13,186,NaN,NaN,NaN,Error in finding FE keyword.10.1021/jp205336w,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1088/2053-1591/2/9/095503,India,Jawaharlal Nehru Ctr Adv Sci Res,MATERIALS RESEARCH EXPRESS,2.025,2015-09-01,7,NaN,NaN,NaN,Error in finding FE keyword.10.1088/2053-1591/2/9/095503,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,10.3390/catal5041815,France,Univ Paris 06,CATALYSTS,4.501,2016-01-20,8,NaN,NaN,NaN,Error in finding FE keyword.10.3390/catal5041815,NaN,NaN,NaN,C,Ce,O,Pd,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7ta09975d,Japan,Yokohama Natl Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2018-12-28,24,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c7ta09975d,NaN,NaN,NaN,C,Cl,Fe,N,Pt,S,None,None,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1016/S1872-1508(08)60016-9,Peoples R China,Nankai Univ,ACTA PHYSICO-CHIMICA SINICA,6.253,2008-03-01,10,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S1872-1508(08)60016-9,NaN,NaN,NaN,N,O,Pt,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11434-016-1073-3,Peoples R China,Beihang Univ,SCIENCE BULLETIN,20.577,2016-06-01,47,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s11434-016-1073-3,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/slct.202100055,India,Int Adv Res Ctr Powder Met & New Mat,CHEMISTRYSELECT,2.307,2021-04-03,1,NaN,NaN,NaN,Error in finding FE keyword.10.1002/slct.202100055,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1002/celc.201700907,Belgium,Katholieke Univ Leuven,CHEMELECTROCHEM,4.782,2018-01-02,12,NaN,NaN,NaN,Error in finding FE keyword.10.1002/celc.201700907,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2018.03.009,Peoples R China,Chinese Acad Sci,CARBON,11.307,2018-12-28,26,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.carbon.2018.03.009,NaN,NaN,NaN,C,O,P,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d2qi01173e,Peoples R China,Chengdu Univ,INORGANIC CHEMISTRY FRONTIERS,7.779,2022-07-30,6,19.29,37.24,"The resulting OV-Ti2O3 catalyst exhibits outstanding N-2 fixation performances in 0.1 M HCl with the maximum NH3 yield and faradaic efficiency of up to 37.24 mu g h(-1) mg(cat.)(-1) and 19.29%, respectively","Normal, FE value found.",0,0,0,Cl,N,O,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1016/j.apcatb.2017.05.030,Egypt,Cairo Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2017-06-23,42,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2017.05.030,NaN,NaN,NaN,N,Nd,O,Pt,None,None,None,None,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/b007382m,Japan,Niigata Univ,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2001-01-01,69,NaN,NaN,NaN,Error in finding FE keyword.10.1039/b007382m,NaN,NaN,NaN,N,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcatb.2011.05.040,Peoples R China,Tianjin Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2011-08-11,90,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2011.05.040,NaN,NaN,NaN,N,O,Ti,Zr,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2021.09.026,Peoples R China,Wuhan Polytech Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2021-10-13,1,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcis.2021.09.026,NaN,NaN,NaN,B,N,Sb,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/celc.201901463,Peoples R China,Guilin Univ Elect Technol,CHEMELECTROCHEM,4.782,2019-12-06,2,NaN,NaN,NaN,Error in finding FE keyword.10.1002/celc.201901463,NaN,NaN,NaN,C,F,N,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2021.122068,Peoples R China,Xian Technol Univ,FUEL,8.035,2021-10-27,2,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuel.2021.122068,NaN,NaN,NaN,C,N,O,P,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.mtphys.2020.100310,Peoples R China,Chinese Acad Sci,MATERIALS TODAY PHYSICS,11.021,2021-03-14,22,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.mtphys.2020.100310,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1149/07711.0621ecst,Philippines,Univ Philippines,NaN,0.0,2018-06-05,7,NaN,NaN,NaN,Error in finding FE keyword.10.1149/07711.0621ecst,NaN,NaN,NaN,C,N,S,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsomega.1c06648,Peoples R China,Nankai Univ,ACS OMEGA,4.132,2022-05-08,1,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsomega.1c06648,NaN,NaN,NaN,Mn,N,O,Sm,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpclett.1c01497,South Korea,Yeungnam Univ,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,6.888,2021-07-19,17,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.jpclett.1c01497,NaN,NaN,NaN,C,Fe,N,O,Ti,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.nanoen.2016.08.025,Peoples R China,Tsinghua Univ,NANO ENERGY,19.069,2016-11-02,142,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.nanoen.2016.08.025,NaN,NaN,NaN,C,N,S,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.mcat.2021.111738,South Africa,Univ Witwatersrand,MOLECULAR CATALYSIS,5.089,2021-09-01,1,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.mcat.2021.111738,NaN,NaN,NaN,Cl,I,N,Ni,O,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1080/09593330.2017.1300190,Peoples R China,Hefei Univ Technol,ENVIRONMENTAL TECHNOLOGY,3.475,2018-04-13,13,NaN,NaN,NaN,Error in finding FE keyword.10.1080/09593330.2017.1300190,NaN,NaN,NaN,N,O,S,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1080/15421406.2018.1456084,South Korea,Pukyong Natl Univ,MOLECULAR CRYSTALS AND LIQUID CRYSTALS,0.672,2018-12-28,0,NaN,NaN,NaN,Error in finding FE keyword.10.1080/15421406.2018.1456084,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.8b11509,Australia,Monash Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2019-02-19,57,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.jpcc.8b11509,NaN,NaN,NaN,B,C,Mo,N,P,S,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.carbon.2018.12.052,Peoples R China,China Acad Engn,CARBON,11.307,2019-05-27,17,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.carbon.2018.12.052,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jorganchem.2016.10.020,Peoples R China,Tianjin Univ,JOURNAL OF ORGANOMETALLIC CHEMISTRY,2.345,2016-12-21,6,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jorganchem.2016.10.020,NaN,NaN,NaN,Ac,C,I,N,O,Pr,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1073/pnas.1813368116,MI 48824 USA,Michigan State Univ,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,12.779,2019-03-01,42,init,NaN,"During bulk electrolysis experiments, gas chromatography and mass spectrometry analysis of the headspace in the electrochemical cell showed that dinitrogen and dihydrogen are generated from ammonia with high faradaic efficiencies",No Y value found10.1073/pnas.1813368116,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2021.230926,Peoples R China,Zhejiang Normal Univ,JOURNAL OF POWER SOURCES,9.794,2022-03-30,27,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jpowsour.2021.230926,NaN,NaN,NaN,C,Co,Fe,Zn,None,None,None,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c5nr06749a,Peoples R China,Chinese Acad Sci,NANOSCALE,8.307,2016-01-01,44,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c5nr06749a,NaN,NaN,NaN,C,N,O,P,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2021.02.052,Peoples R China,Xian Univ Sci & Technol,CARBON,11.307,2021-05-13,36,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.carbon.2021.02.052,NaN,NaN,NaN,C,Co,N,None,None,None,None,None,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.08.044,India,VISTAS,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2019-10-28,10,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2019.08.044,NaN,NaN,NaN,C,Ca,K,Li,N,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jelechem.2020.114555,Peoples R China,Jiangsu Univ,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,2020-11-25,5,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jelechem.2020.114555,NaN,NaN,NaN,B,C,N,P,V,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1039/c3ta12493b,Peoples R China,E China Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2013-11-07,60,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c3ta12493b,NaN,NaN,NaN,C,Co,N,P,V,None,None,None,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.nanoen.2021.106333,Peoples R China,Chinese Acad Sci,NANO ENERGY,19.069,2021-10-14,16,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.nanoen.2021.106333,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0ta07029g,Peoples R China,Nankai Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2020-11-06,11,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0ta07029g,NaN,NaN,NaN,C,Fe,N,Zn,None,None,None,None,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jphotochem.2019.111952,Algeria,Ctr Rech Sci & Tech Anal Physicochim,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,5.141,2019-09-04,14,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jphotochem.2019.111952,NaN,NaN,NaN,N,Ni,O,P,S,Si,None,None,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1016/j.molcata.2003.11.014,IA 52242 USA,Univ Iowa,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,5.008,2004-04-02,16,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.molcata.2003.11.014,NaN,NaN,NaN,C,Fe,N,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2020.05.013,Peoples R China,Zhejiang Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2021-01-08,7,init,NaN,"Electrochemical nitrogen reduction reaction (NRR) to produce ammonia under ambient conditions is considered as a promising approach to tackle the energy-intensive Haber-Bosch process, but the low Faradaic efficiency and yield of NH3 are still a challenge",No Y value found10.1016/j.jechem.2020.05.013,NaN,NaN,NaN,Au,C,N,Ru,Zr,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2020.05.013,Peoples R China,Zhejiang Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2021-01-08,7,11.54,5.28,"Due to the defect sites obtained in metal doping synthesis, the RuAu bimetallic supported catalyst (RuAu3/0.3Zr-C3N4) exhibits effective NRR performance with a Faraday efficiency of 11.54% and an NH3 yield of 5.28 mu g h(-1) mg(cat.)(1) at 0.1 V (RHE), which is nearly 10 times higher than that of RuAu3/C3N4 catalyst","Normal, FE value found.",0,0,0,Au,C,N,Ru,Zr,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.9b01452,Peoples R China,South China Univ Technol,ACS CATALYSIS,13.7,2019-08-02,61,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acscatal.9b01452,NaN,NaN,NaN,C,N,Ru,None,None,None,None,None,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apenergy.2009.11.004,South Korea,Inje Univ,APPLIED ENERGY,11.446,2010-05-01,13,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apenergy.2009.11.004,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1089/ees.2014.0331,Peoples R China,Xian High Tech Inst,ENVIRONMENTAL ENGINEERING SCIENCE,2.172,2015-11-18,7,NaN,NaN,NaN,Error in finding FE keyword.10.1089/ees.2014.0331,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/aoc.3412,Iran,Shahid Beheshti Univ,APPLIED ORGANOMETALLIC CHEMISTRY,4.072,2016-03-01,29,NaN,NaN,NaN,Error in finding FE keyword.10.1002/aoc.3412,NaN,NaN,NaN,Mn,O,None,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.apsusc.2021.150867,Peoples R China,Jiangsu Univ Sci & Technol,APPLIED SURFACE SCIENCE,7.392,2021-12-15,2,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2021.150867,NaN,NaN,NaN,C,Fe,Mo,N,V,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jtice.2021.06.037,Peoples R China,Jiangsu Univ,JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS,5.477,2021-08-16,3,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jtice.2021.06.037,NaN,NaN,NaN,Pt,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2022.02.136,Peoples R China,Lanzhou Univ Technol,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2022-07-08,2,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcis.2022.02.136,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/S1872-2067(15)61029-4,Peoples R China,Hunan Univ,CHINESE JOURNAL OF CATALYSIS,12.92,2016-03-01,25,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S1872-2067(15)61029-4,NaN,NaN,NaN,Co,Fe,Mn,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8cc09867k,Peoples R China,Hunan Normal Univ,CHEMICAL COMMUNICATIONS,6.065,2019-03-08,40,9.1,NaN,"In 0.1 M HCl, the O-KFCNTs achieve a high faradaic efficiency of 9.1% at -0.80 V vs",No Y value found10.1039/c8cc09867k,1,0,0,C,Cl,N,O,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jallcom.2020.157665,Peoples R China,Jiangsu Normal Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2021-02-25,5,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jallcom.2020.157665,NaN,NaN,NaN,C,N,S,Zn,None,None,None,None,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jelechem.2018.08.020,India,Banaras Hindu Univ,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,2018-12-28,18,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jelechem.2018.08.020,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2020.119514,Peoples R China,Nankai Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2020-12-29,59,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2020.119514,NaN,NaN,NaN,C,Co,N,None,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2021.148934,Peoples R China,Jiangsu Univ,APPLIED SURFACE SCIENCE,7.392,2021-03-14,6,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2021.148934,NaN,NaN,NaN,C,Fe,N,O,Ru,Zn,None,None,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.2c06920,Peoples R China,Dalian Univ Technol,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2022-09-17,0,NaN,NaN,NaN,Error in finding FE keyword.10.1021/jacs.2c06920,NaN,NaN,NaN,C,Cu,F,Fe,Mn,Ni,O,Ru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
