TEST,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,HWP,Remark_Sentence,Bug_Note,PH,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1002/cctc.201800771,Peoples R China,Chinese Acad Sci,CHEMCATCHEM,5.497,12/28/2018,12,0.76,"The structural characteristics led to increased exposed active sites, which may be responsible for the dramatically improved activity of the final S-doped FeNC catalyst with elevated half-wave potentials in both acid (0.76V vs","Normal,only acid.",1,0,0,0,C,Fe,N,S,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2020.119163,Peoples R China,China Univ Min & Technol,FUEL,8.035,1/15/2021,8,0.64,"The optimal metal-free CPNC electrocatalyst owns onset potentials of 0.97, 0.80 and 0.87 V, half-wave potentials of 0.84, 0.64 and 0.65 V, limiting current densities of 4.96, 4.60 and 4.90 mA cm(-2), electron-transfer numbers of 3.93, 3.92 and 3.91, together with fine current stability and methanol tolerance, in 0.1 M KOH, 0.5 M H2SO4 and 0.1 M phosphate buffer solution (pH = 7.0), respectively","Normal,acid, alkaline and neutral.",1,1,1,0,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1002/adma.201804504,Peoples R China,Zhengzhou Univ,ADVANCED MATERIALS,32.086,12/28/2018,182,0.821,"In addition to outstanding activity in basic media, FeNC-S-FexC/Fe exhibits improved ORR activity and durability in acidic media; its half-wave potential of 0.821 V outperforms the commercial Pt/C catalyst (20%), and its activity does not decay even after 10 000 cycles","Normal,only acid.",1,0,0,0,C,Fe,N,S,None,None,None,None,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ra00602d,Peoples R China,Guangdong Univ Petrochem Technol,RSC ADVANCES,4.036,5/24/2018,6,0.79,The newly multi-component Co3W3C/NPG catalysts presented a high on-set potential of 0.92 V and little decreased half-wave potential of 5 mV after 8000 cycles in the O-2-saturated 0.1 M HClO4 electrolyte,"Normal,only acid.",1,0,0,0,C,Co,N,W,P,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.apcatb.2022.121464,Peoples R China,Qingdao Univ Sci & Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,5/30/2022,1,0.8,FeSAs@NCTCs exhibits encouraging ORR performance with a half-wave potential of 0.91 V in 0.1 M KOH and 0.80 V in 0.1 M HClO4,"Normal,acid and alkaline.",1,0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s12274-020-2702-3,Peoples R China,Wuhan Univ Technol,NANO RESEARCH,10.269,3/10/2020,44,0.74,"The obtained Fe-N-P co-doped coral-like carbon nanotube arrays encapsulated Fe2P catalyst (C-ZIF/LFP) shows very high half-wave potential of 0.88 V in alkaline electrolytes toward ORR, superior to Pt/C (0.85 V), and also presents a high half-wave potential of 0.74 V in acidic electrolytes, comparable to Pt/C (0.8 V)","Normal,acid and alkaline.",1,0,1,0,C,Fe,N,P,Li,None,None,None,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d2ta02764j,Peoples R China,Taiyuan Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/14/2022,2,0.791,"Impressively, the Ce-Fe/NC catalyst shows outstanding ORR half-wave potentials in pH universal electrolytes (0.913 V in alkaline and 0.791 V in acidic electrolytes), as well as good durability","Normal,acid and alkaline.",1,0,0,0,Ce,Fe,N,C,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/acsami.9b20007,CA 95064 USA,Univ Calif Santa Cruz,ACS APPLIED MATERIALS & INTERFACES,10.383,4/29/2020,28,0.785,"The obtained Fe@S,N-DC nanocomposite showed a remarkable electrocatalytic activity toward ORR in acidic media, with a half-wave potential (E-1/2) of +0.785 V versus reversible hydrogen electrode, which was 80 mV more positive than that of the sulfur-free counterpart (Fe@N-DC)","Normal,only acid.",1,0,0,0,C,Fe,N,S,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1021/acs.inorgchem.0c02420,Peoples R China,Henan Univ,INORGANIC CHEMISTRY,5.436,1/15/2021,5,0.81,"Taking Fe-N-x/C as a model oxygen reduction reaction (ORR) electrocatalyst, it shows the ORR half-wave potentials of 0.90 and 0.81 V vs RHE in alkaline and acidic electrolytes, respectively.","Normal,acid and alkaline.",1,0,0,0,C,Fe,Mn,N,Ni,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.127124,Peoples R China,Shanghai Jiao Tong Univ,CHEMICAL ENGINEERING JOURNAL,16.744,1/11/2021,27,0.64,It shows a very positive onset potential of 0.98 V and a half-wave potential of 0.90 V in 0.1 M KOH solution (E-onset = 0.78 V and E-1/2 = 0.64 V in 3.5% NaCl solution) towards ORR,"Normal,only alkaline.",1,0,1,0,Fe,C,Co,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.electacta.2021.138107,Peoples R China,China Univ Petr East China,ELECTROCHIMICA ACTA,7.336,4/27/2021,12,0.72,"The S-POP exhibits a superior ORR performance with onset potential of 0.82 V and half-wave potential of 0.72 V, achieving one of the best results among metal-free polymer-based ORR catalysts in acidic conditions, the high ORR activity of S-POP is attributed to the exposure of active sites under the test environment","Normal,only acid.",1,0,1,0,N,S,C,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jpowsour.2021.230819,Estonia,Univ Tartu,JOURNAL OF POWER SOURCES,9.794,1/21/2022,11,0.76,"The Fe-N-C catalysts exhibit good oxygen reduction reaction (ORR) activity in 0.5 M H2SO4 electrolyte with high half-wave potential and sustainable electrochemical stability over 10,000 repeated potential cycles with insignificant losses in their activities","Normal,only acid.",1,1,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta02391c,India,PSG Inst Adv Studies,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,34,0.91,"Pt/MPCNFs exhibited outstanding electrocatalytic performance towards the oxygen reduction reaction (ORR) with a positively shifted onset potential (54 mV), half-wave potential (78 mV) and high limiting current density (4.75 mA cm(-2) at 0.4 V) compared to state-of-the-art Pt/C electrocatalysts in acidic medium and they exhibited superior long-term stability (89.8% retention after 30000 s and less change in activity after 10000 potential sweeps)","Normal,only acid.",1,1,0,0,C,N,Pt,O,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,10.1149/2.0961814jes,Estonia,Univ Tartu,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,12/28/2018,9,0.7,"The electrochemical characterization showed that both of the synthesized Co-N/C catalysts have a high ORR activity in acidic media, displaying a half-wave potential of 0.70 V vs RHE","Normal,only acid.",1,0,0,0,C,Co,N,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/er.6527,Peoples R China,Dongguan Univ Technol,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,3/10/2021,5,0.66,"The optimal L1221-900 respectively exhibits a high selectivity 4e(-) ORR route with high half-wave potential of 0.960 and 0.660 V in alkaline and acid medium, which is proximate to commercial Pt/C","Normal,acid and alkaline.",1,0,0,0,C,Ca,Cl,Fe,N,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d1ta05189j,Peoples R China,North China Elect Power Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,9/9/2021,2,0.86,"As expected, Pt5Ni36/CNFs delivered superior oxygen reduction reaction (ORR) catalytic performance with a half-wave potential of 0.86 V, which is 30 mV superior to that of commercial Pt/C (20% of Pt) in an acidic solution","Normal,only acid.",1,0,0,0,C,Ni,Pt,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d0ta02334e,Peoples R China,Wuhan Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/11/2020,34,0.791,"As a result, it leads to an enhanced oxygen reduction performance with ultrahigh half-wave potentials of 0.923 V and 0.791 V in alkaline and acidic electrolytes, respectively","Normal,acid and alkaline.",1,0,0,0,C,P,Zn,Fe,N,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2017.02.046,Peoples R China,East China Normal Univ,CARBON,11.307,4/26/2017,32,0.68,"It exhibited the ORR half wave potential of 0.80 V in 0.1 M KOH and 0.68 V in 0.1 M HClO4, close to commercial 20 wt % Pt/C but with superior stability in both media","Normal,acid and alkaline.",1,0,0,0,C,Fe,N,None,None,None,None,None,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,10.1021/acsami.1c03477,Peoples R China,Shenzhen Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,6/16/2021,24,0.83,"It is found that their unique structure, with dual-metallic active sites, not only offers a high electrochemical performance for the ORR (E-1/2 = 0.83 V vs reversible hydrogen electrode (RHE) in acid media), but also enhances the operational durability of the catalyst after 20 000 cycles with 97% of retention and very low H2O2 production (<5%) in 0.1 M HClO4","Normal,only acid.",1,0,0,1,C,Fe,Mn,N,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta12207a,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/7/2020,46,0.797,"Such a Co/Zn-NCNF catalyst exhibits greatly enhanced ORR activity with onset and half-wave potentials of 0.997 V and 0.797 V/RHE in an acidic electrolyte, compared to the Co or Zn mono-doped sample","Normal,only acid.",1,0,1,0,C,Co,N,O,Zn,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.9b00869,Peoples R China,Hong Kong Univ Sci & Technol,ACS CATALYSIS,13.7,8/2/2019,103,0.82,The Fe-NCNWs showed an impressive half-wave potential (E-1/2) of 0.91 V and average kinetic current density (J(K)) of 6.0 mA cm(-2) at 0.9 V in alkaline media,"Normal,only alkaline.",1,0,1,0,C,Fe,N,None,None,None,None,None,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.materresbull.2021.111268,Peoples R China,Chinese Acad Sci,MATERIALS RESEARCH BULLETIN,5.6,5/19/2021,2,0.81,"In acid media, an optimal Pt/SiO2-C catalyst displays significantly improved ORR activity (e.g., a half-wave potential of 0.81 V vs","Normal,only acid.",1,0,0,0,C,O,Si,Pt,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c6ta01543c,South Korea,DGIST,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/14/2016,79,0.817,"RHE), which is similar to that of Pt/C, whereas the half-wave potential (E-1/2) of FePPyC-900 is 0.877 V, more positive than that of Pt/C at the same catalyst loading amount under alkaline conditions","Normal,only alkaline.",1,0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1021/acs.nanolett.1c01493,Peoples R China,Hong Kong Univ Sci & Technol,NANO LETTERS,12.262,6/13/2021,28,0.75,"This catalyst has a high Ce content of 8.55 wt % and a high activity with ORR half-wave potentials of 0.88 V in alkaline media and 0.75 V in acidic electrolytes, which are comparable to widely studied Fe-N-C catalysts","Normal,acid and alkaline.",1,0,0,0,C,Ce,N,O,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jallcom.2020.153958,Peoples R China,East China Normal Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,3/10/2020,6,0.67,"The Cu6Sn5@N-S-Cs were found to efficiently catalyze oxygen reduction reaction (ORR) in both alkaline and acidic media, with half-wave ORR potential (E-1/2) of 0.86 V in 0.1 M KOH and 0.67 V in 0.1 M HClO4","Normal,acid and alkaline.",1,0,0,1,S,Cu,C,Sn,None,None,None,None,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-020-19599-8,Japan,Grad Univ,NATURE COMMUNICATIONS,17.694,12/17/2020,99,0.82,"Fe-SAC serves as an efficient oxygen reduction catalyst with half-wave potentials of 0.91 and 0.82V (versus reversible hydrogen electrode) in alkaline and acid solutions, respectively","Normal,acid and alkaline.",1,0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c5gc02625c,Peoples R China,Donghua Univ,GREEN CHEMISTRY,11.034,6/15/2016,60,0.73,"Even in acidic media where most non-precious metal catalysts suffer from high overpotential and low durability, our N-S-HPC exhibits an amazing ORR activity with a half-wave potential of 0.73 V, and 40% enhanced limited diffusion-current density when compared to the Pt/C catalyst","Normal,only acid.",1,0,0,0,C,N,S,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/adfm.202102420,Germany,Max Planck Inst Polymer Res,ADVANCED FUNCTIONAL MATERIALS,19.924,7/1/2021,37,0.83,"As a result, Fe-N-C/MA shows a much enhanced ORR activity with a half-wave potential of 0.83 V (vs the reversible hydrogen electrode) in a 0.5 m H2SO4 electrolyte solution and a good performance in a PEMFC system with an activity of 80 mA cm(-2) at 0.8 V under 1.0 bar H-2/air","Normal,only acid.",1,0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s40843-021-1775-2,Peoples R China,Henan Normal Univ,SCIENCE CHINA-MATERIALS,8.64,10/7/2021,10,0.73,"The as-synthesized catalyst features impressive ORR activity in 0.1 mol L-1 KOH (E-1/2 = 0.83 V) and 0.5 mol L-1 H2SO4 (E-1/2 = 0.73 V), satisfactory cycling stability and methanol resistance comparable to those of the benchmark Pt/C catalyst (E-1/2 = 0.80 V in 0.1 mol L-1 KOH, E-1/2 = 0.75 V in 0.5 mol L-1 H2SO4)","Normal,acid and alkaline.",1,0,1,1,C,Zn,Co,N,None,None,None,None,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1088/1361-6528/ab674c,Peoples R China,China Univ Petr,NANOTECHNOLOGY,3.953,4/22/2020,7,0.79,"With high specific surface areas of 1526 m(2) g(-1), the as-prepared Fe-N-C materials show the half-wave potential of 0.89 V and 0.79 V in 0.1 M KOH and 0.5 M H2SO4, respectively","Normal,acid and alkaline.",1,0,0,0,C,N,Fe,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2017.07.093,Denmark,Tech Univ Denmark,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,11/19/2017,8,0.72,"By tailoring temperatures and duration of pyrolysis, the best ORR catalyst was achieved at 700 degrees C and 75 min, which exhibits an onset potential of 0.85 V at 0.1 mA cm(-2) and a half-wave potential of 0.72 V in acid media","Normal,only acid.",1,0,1,0,C,N,Fe,None,None,None,None,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jpowsour.2018.12.076,Peoples R China,Tianjin Polytech Univ,JOURNAL OF POWER SOURCES,9.794,2/15/2019,32,0.606,These characteristics make it exhibit an outstanding alkaline electrocatalytic oxygen reduction reaction (ORR) activity (half wave potential of 0.833 V vs reversible hydrogen electrode and current density of 5.48 mA cm(-2)),"Normal,only alkaline.",1,0,0,0,C,F,N,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s40820-020-00502-5,Peoples R China,Cent China Normal Univ,NANO-MICRO LETTERS,23.655,9/8/2020,64,0.81,"Due to the beneficial microstructure and abundant highly active FeN(5)moieties resulting from the secondary doping, the resultant catalyst exhibits an admirable half-wave potential of 0.81 V versus 0.83 V for Pt/C and much better stability than Pt/C in acidic media","Normal,only acid.",1,0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/acsami.9b22577,Peoples R China,South China Univ Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,4/30/2020,55,0.79,"Our optimal sample achieved half-wave potentials in alkaline and acid media of up to 0.86 and 0.79 V (vs reversible hydrogen electrode (RHE)), respectively, values 20 mV higher than a commercial Pt/C catalyst in an alkaline medium and only 60 mV lower than Pt/C in an acidic medium","Normal,acid and alkaline.",1,0,0,1,C,Fe,N,None,None,None,None,None,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/adma.202107103,Peoples R China,Univ Sci & Technol China,ADVANCED MATERIALS,32.086,10/21/2021,12,0.77,"Herein, a carbon catalyst with calcium (Ca) single atom coordinated with N and O is reported, which displays exceptional ORR activities in both acidic condition (E-1/2 = 0.77 V, 0.1 m HClO4) and alkaline condition (E-1/2 = 0.90 V, 0.1 m KOH)","Normal,acid and alkaline.",1,0,0,1,C,Ca,N,O,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2019.05.051,Peoples R China,Sun Yat Sen Univ,JOURNAL OF POWER SOURCES,9.794,7/24/2019,34,0.8,The as-prepared catalyst shows good performance in half-cell test with half-wave potential of 0.80 V in acidic media,"Normal,only acid.",1,0,0,0,Mg,O,Fe,N,C,None,None,None,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1ta09183b,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/28/2022,4,0.8,The resultant Mn-N-C catalyst delivers a half-wave potential of 0.80 V in 0.1 M HClO4 solution and 0.94 V in 0.1 M KOH solution; excellent stability was also achieved,"Normal,acid and alkaline.",1,0,0,0,C,Mn,N,None,None,None,None,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9nr01639b,Peoples R China,Shanghai Jiao Tong Univ,NANOSCALE,8.307,6/20/2019,29,0.632,"As ORR electrocatalysts in an alkaline medium (0.1 M KOH), Fe/NPCFs display a positive half-wave potential of 0.827 V (vs","Normal,only alkaline.",1,0,0,1,Fe,N,C,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/ja407552k,Germany,Max Planck Inst Polymer Res,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,10/30/2013,0,0.79,"The most active mesoporous catalyst was fabricated from VB12 and silica nanoparticles and exhibited a remarkable ORR activity in acidic medium (half-wave potential of 0.79 V, only similar to 58 mV deviation from Pt/C), high selectivity (electron-transfer number >3.95), and excellent electrochemical stability (only 9 mV negative shift of half-wave potential after 10 000 potential cycles)","Normal,only acid.",1,1,1,0,Co,C,N,None,None,None,None,None,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d1ta01417j,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/19/2021,7,0.723,It is worth noting that E-1/2 of the catalyst even outperforms 25 mV to that of Pt/C (E-1/2 = 0.843 V) in alkaline electrolytes,"Normal,only alkaline.",1,0,0,0,Cl,Fe,Zn,N,C,O,S,None,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s12678-021-00682-7,Peoples R China,Shanghai Univ,ELECTROCATALYSIS,2.933,9/29/2021,1,0.7,"Moreover, in the acidic medium, the catalyst showed reliable ORR activity with E-1/2 = 0.70 V vs","Normal,only acid.",1,0,0,0,C,N,Fe,P,None,None,None,None,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1039/d1ee03311e,Peoples R China,Cent South Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,2/6/2022,3,0.74,"The sublayer-enhanced catalysts achieve an optimum activity for the ORR with a half-wave potential of 0.901 V under alkaline conditions and 0.74 V under acidic conditions, significantly higher performance in comparison to that of single layer active sites","Normal,acid and alkaline.",1,0,0,0,C,Fe,N,None,None,None,None,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2019.134593,Peoples R China,East China Normal Univ,ELECTROCHIMICA ACTA,7.336,9/12/2019,13,0.79,"Its ORR half-wave potentials reached 0.88 V in 0.1 M KOH and 0.79 V in HClO4 electrolytes, together with long-time ORR durability","Normal,acid and alkaline.",1,0,0,0,C,Fe,N,Sn,O,S,None,None,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
